Index,Source_ID,Facility_Name,Facility_Type,Authority_Name,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,ISCED4Plus,OLMS_Status,Full_Addr,Unit,Street_No,Street_Name,City,Prov_Terr,Postal_Code,PRUID,CSDNAME,CSDUID,Longitude,Latitude,Geo_Source,Provider,CMANAME,CMAUID
2a244a82985767a4e4eb,3625240,Cindrich StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,13455 90 Ave Surrey BC V3V 8A2,,13455,90 ave,Surrey,BC,V3V8A2,59,Surrey,5915004,-122.8499502,49.16636753,AGOL,Province of British Columbia,Vancouver,933
1cb06b33d02eac622dc9,6868323,Cinnabar Valley Elementary,Public School,,0,1,1,1,0,,0,100 Ohio Way Nanaimo BC V9X 1C8,,100,ohio way,Nanaimo,BC,V9X1C8,59,,,,,,Province of British Columbia,,
64750238489a92691c54,3636574,City Central Learning Centre,Public School,,,,,,,,0,13104 109 Ave Surrey BC V3T 2N7,,13104,109 ave,Surrey,BC,V3T2N7,59,Surrey,5915004,-122.85893,49.20082256,AGOL,Province of British Columbia,Vancouver,933
1c1dd7fe89e33a4649f8,3896889,City Vancouver Academy,Independent School,,0,0,0,0,1,,0,8766 McKim Way Unit 2165 Richmond BC V6X 4G4,Unit 2165,8766,mckim way,Richmond,BC,V6X4G4,59,Richmond,5915015,-123.1261197,49.18360252,AGOL,Province of British Columbia,Vancouver,933
68ccc4e5df05f2e978ac,6363021,Claremont Secondary,Public School,,0,0,0,1,1,,0,4980 Wesley Rd Victoria BC V8Y 1Y9,,4980,wesley rd,Victoria,BC,V8Y1Y9,59,Saanich,5917021,-123.3742215,48.5161605,AGOL,Province of British Columbia,Victoria,935
4d1d431dced98d625647,3996930,Claren Academy,Independent School,,0,1,1,0,0,,0,1035 Cambie St Vancouver BC V6B 5L7,,1035,cambie st,Vancouver,BC,V6B5L7,59,,,,,,Province of British Columbia,,
cb31a0bf22762c2e2e79,2222025,Clarence Fulton Secondary,Public School,,0,0,0,1,1,,0,2301 Fulton Rd Vernon BC V1H 1Y1,,2301,fulton rd,Vernon,BC,V1H1Y1,59,Vernon,5937014,-119.3102062,50.24863606,AGOL,Province of British Columbia,Vernon,918
d4952ccac0f2a36d97ba,3434060,Clayburn Middle School,Public School,,0,0,1,1,0,,0,35139 Laburnum Ave Abbotsford BC V2S 8N3,,35139,laburnum ave,Abbotsford,BC,V2S8N3,59,Abbotsford,5909052,-122.2514417,49.07041737,AGOL,Province of British Columbia,Abbotsford - Mission,932
3c785efa8818b53ab931,3636013,Clayton Elementary,Public School,,0,1,1,1,0,,0,7541 184 St Surrey BC V4N 3G5,,7541,184 st,Surrey,BC,V4N3G5,59,Surrey,5915004,-122.7124919,49.13955084,AGOL,Province of British Columbia,Vancouver,933
ff44892862b35c53379a,3636175,Clayton Heights Secondary,Public School,,0,0,0,1,1,,0,7003 188 St Surrey BC V4N 3G6,,7003,188 st,Surrey,BC,V4N3G6,59,Surrey,5915004,-122.701712,49.12921939,AGOL,Province of British Columbia,Vancouver,933
9755b5edc9305de03be6,3434018,Clearbrook Elementary,Public School,,0,1,1,0,0,,0,3614 Clearbrook Rd Abbotsford BC V2T 6N3,,3614,clearbrook rd,Abbotsford,BC,V2T6N3,59,Abbotsford,5909052,-122.3381582,49.06741246,AGOL,Province of British Columbia,Abbotsford - Mission,932
12fb6bea74522d367547,3425037,Clearbrook StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,3614 Clearbrook Rd Abbotsford BC V2T 6N3,,3614,clearbrook rd,Abbotsford,BC,V2T6N3,59,Abbotsford,5909052,-122.3381582,49.06741246,AGOL,Province of British Columbia,Abbotsford - Mission,932
2885e80c236fef0ed2fb,6060045,Clearview Elem-Jr Secondary,Public School,,0,1,1,1,0,,0,10716 97 Ave Fort St John BC V1J 6L7,,10716,97 ave,Fort St John,BC,V1J6L7,59,Fort St. John,5955034,-120.8597702,56.24362747,AGOL,Province of British Columbia,Fort St. John,977
5f8ab7b01bc95111f920,7326005,Clearwater Secondary,Public School,,0,0,0,1,1,,0,440 Murtle Cres Clearwater BC V0E 1N1,,440,murtle cres,Clearwater,BC,V0E1N1,59,Clearwater,5933067,-120.0353007,51.64959251,AGOL,Province of British Columbia,...,...
d7cb3a034d450cd13997,4444027,Cleveland Elementary,Public School,,0,1,1,1,0,,0,1255 Eldon Rd North Vancouver BC V7R 1T5,,1255,eldon rd,North Vancouver,BC,V7R1T5,59,North Vancouver,5915046,-123.1087393,49.34715252,AGOL,Province of British Columbia,Vancouver,933
8404e6d2d5d9b215fa41,3737015,Cliff Drive Elementary,Public School,,0,1,1,1,0,,0,5025 12 Ave Delta BC V4M 2A7,,5025,12 ave,Delta,BC,V4M2A7,59,Delta,5915011,-123.0846493,49.02564215,Nominatim,Province of British Columbia,Vancouver,933
cc143a92d93652094995,4141024,Clinton Elementary,Public School,,0,1,1,1,0,,0,5858 Clinton St Burnaby BC V5J 2M3,,5858,clinton st,Burnaby,BC,V5J2M3,59,Burnaby,5915025,-122.9789404,49.21298252,AGOL,Province of British Columbia,Vancouver,933
33314208fb668fc8dc99,7425178,Clinton StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,PO Box 129 Clinton BC V0K 1K0,,,,Clinton,BC,V0K1K0,59,,,,,,Province of British Columbia,,
f4a7d0c091e9e5253f3a,3696117,Cloverdale Catholic School,Independent School,,0,1,1,1,0,,0,17511 59 Ave Surrey BC V3S 1P3,,17511,59 ave,Surrey,BC,V3S1P3,59,Surrey,5915004,-122.7374098,49.10961748,AGOL,Province of British Columbia,Vancouver,933
ad5ef26d738d575b91f7,3636593,Cloverdale Learning Centre,Public School,,,,,,,,0,200-5658 176 St Surrey BC V3S 4C6,,,,Surrey,BC,V3S4C6,59,Surrey,5915004,-122.7348783,49.10520306,AGOL,Province of British Columbia,Vancouver,933
038d496ae912ee915819,3636004,Cloverdale Traditional,Public School,,0,1,1,1,0,,0,17857 56 Ave Surrey BC V3S 1E2,,17857,56 ave,Surrey,BC,V3S1E2,59,Surrey,5915004,-122.7282015,49.1048769,Nominatim,Province of British Columbia,Vancouver,933
8e29da74bd5bab2a0f4f,6161019,Cloverdale Traditional Elementary,Public School,,0,1,1,0,0,,0,3427 Quadra St Victoria BC V8X 1G8,,3427,quadra st,Victoria,BC,V8X1G8,59,Saanich,5917021,-123.3598941,48.45441617,AGOL,Province of British Columbia,Victoria,935
056e4329aa9f8e89a943,6868325,Coal Tyee Elementary,Public School,,0,1,1,1,0,,0,2280 Sun Valley Dr Nanaimo BC V9T 6P1,,2280,sun valley dr,Nanaimo,BC,V9T6P1,59,Nanaimo,5921007,-124.0065596,49.19359597,AGOL,Province of British Columbia,Nanaimo,938
a74770e49051c2cdfd90,3636155,Coast Meridian Elementary,Public School,,0,1,1,1,0,,0,8222 168A St Surrey BC V4N 4T8,,8222,168a st,Surrey,BC,V4N4T8,59,Surrey,5915004,-122.755108,49.15241061,AGOL,Province of British Columbia,Vancouver,933
522ba967b07baf9ba67a,4896871,Coast Mountain Academy,Independent School,,0,0,0,1,1,,0,3295 Mamquam Rd Squamish BC V8B 0T8,,3295,mamquam rd,Squamish,BC,V8B0T8,59,,,,,,Province of British Columbia,,
a3c48b7ad78e8bfbe3fc,5297028,Coast Tsimshian Academy,Independent School,,0,1,1,1,1,,0,1600 Legaic St Lax Kw'Alaams BC V0V 1H0,,1600,legaic st,Lax Kw'Alaams,BC,V0V1H0,59,,,,,,Province of British Columbia,,
0938dab4f664e469e31b,3535023,Coghlan Fundamental Elementary,Public School,,0,1,1,1,0,,0,4452 256th St Aldergrove BC V4W 1J3,,4452,256th st,Aldergrove,BC,V4W1J3,59,Langley,5915001,-122.515008,49.08271002,AGOL,Province of British Columbia,Vancouver,933
491087496f656bb91dbe,3636012,Colebrook Elementary,Public School,,0,1,1,1,0,,0,5404 125A St Surrey BC V3X 1W6,,5404,125a st,Surrey,BC,V3X1W6,59,Surrey,5915004,-122.8745082,49.10183764,AGOL,Province of British Columbia,Vancouver,933
6f34a235567ec9f82f13,6999094,Collaborative Education Alternative Prg.,Public School,,0,1,1,1,1,,0,PO Box 1000 Qualicum Beach BC V9K 1T3,,,,Qualicum Beach,BC,V9K1T3,59,,,,,,Province of British Columbia,,
c5e18bd692e11da47563,3434057,Colleen and Gordie Howe Middle School,Public School,,0,0,1,1,0,,0,3174 Clearbrook Rd Abbotsford BC V2T 4N6,,3174,clearbrook rd,Abbotsford,BC,V2T4N6,59,Abbotsford,5909052,-122.3379182,49.05946168,AGOL,Province of British Columbia,Abbotsford - Mission,932
7b303aa7ff69fbe17d76,5757078,College Heights Elementary,Public School,,0,1,1,1,0,,0,5410 Cowart Rd Prince George BC V2N 1Z2,,5410,cowart rd,Prince George,BC,V2N1Z2,59,,,,,,Province of British Columbia,,
cdbaf7e70e59b741283c,5757101,College Heights Secondary,Public School,,0,0,0,1,1,,0,6180 Domano Blvd Prince George BC V2N 3Z4,,6180,domano blvd,Prince George,BC,V2N3Z4,59,,,,,,Province of British Columbia,,
32052a2c7ef152b247a0,5831009,Collettville Elementary,Public School,,0,1,1,1,0,,0,2021 Birch Ave Merritt BC V1K 1K2,,2021,birch ave,Merritt,BC,V1K1K2,59,Merritt,5933006,-120.8065483,50.10610305,AGOL,Province of British Columbia,...,...
bd34809dd26bf4098b0b,3925127,Collingwood AM StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,3417 Euclid Ave Vancouver BC V5R 6H2,,3417,euclid ave,Vancouver,BC,V5R6H2,59,Vancouver,5915022,-123.0325791,49.2360566,AGOL,Province of British Columbia,Vancouver,933
484c7983b59a311cfe7f,3939139,Collingwood Neighbourhood School,Public School,,0,1,1,0,0,,0,3417 Euclid Ave Vancouver BC V5R 6H2,,3417,euclid ave,Vancouver,BC,V5R6H2,59,Vancouver,5915022,-123.0325791,49.2360566,AGOL,Province of British Columbia,Vancouver,933
73ded973e98c2bd547d9,3925248,Collingwood PM StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,3417 Euclid Ave Vancouver BC V5R 6H2,,3417,euclid ave,Vancouver,BC,V5R6H2,59,Vancouver,5915022,-123.0325791,49.2360566,AGOL,Province of British Columbia,Vancouver,933
9363e49f76094c6551cf,4596367,Collingwood School,Independent School,,0,1,1,1,1,,0,70 Morven Dr West Vancouver BC V7S 1B2,,70,morven dr,West Vancouver,BC,V7S1B2,59,West Vancouver,5915055,-123.1195904,49.36126254,AGOL,Province of British Columbia,Vancouver,933
49bf302db6699549fbf4,6161068,Colquitz Middle School,Public School,,0,0,1,1,1,,0,505 Dumeresq St Victoria BC V8Z 1X3,,505,dumeresq st,Victoria,BC,V8Z1X3,59,Saanich,5917021,-123.3936261,48.4613426,AGOL,Province of British Columbia,Victoria,935
e97d4399a6cbd44bc0ca,3996895,Columbia Academy,Independent School,,0,0,0,0,1,,0,400-570 Dunsmuir St Vancouver BC V6B 1Y1,,,,Vancouver,BC,V6B1Y1,59,Vancouver,5915022,-123.1151559,49.28274447,AGOL,Province of British Columbia,Vancouver,933
d2569fcd3d5ad710ff89,3996319,Columbia College,Independent School,,0,0,0,0,1,,0,438 Terminal Ave Vancouver BC V6A 0C1,,438,terminal ave,Vancouver,BC,V6A0C1,59,Vancouver,5915022,-123.0949648,49.27183266,AGOL,Province of British Columbia,Vancouver,933
c8d8b7e287d1266afeb9,6715014,Columbia Elementary,Public School,,0,1,1,0,0,,0,1437 Allison St Penticton BC V2A 3X5,,1437,allison st,Penticton,BC,V2A3X5,59,Penticton,5907041,-119.5563422,49.48585169,AGOL,Province of British Columbia,Penticton,913
bf49b5dae6d288336338,1919013,Columbia Park Elementary,Public School,,0,1,1,1,0,,0,Bag 7200 Revelstoke BC V0E 2S0,,,,Revelstoke,BC,V0E2S0,59,,,,,,Province of British Columbia,,
bdf8d9fd8508938c3110,6725294,Columbia StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,1437 Allison St Penticton BC V2A 3X5,,1437,allison st,Penticton,BC,V2A3X5,59,Penticton,5907041,-119.5563422,49.48585169,AGOL,Province of British Columbia,Penticton,913
3bbe1ba7e4ea18f62cdc,6262035,Colwood Elementary,Public School,,0,1,1,0,0,,0,3000 Wishart Rd Victoria BC V9C 1P4,,3000,wishart rd,Victoria,BC,V9C1P4,59,Colwood,5917041,-123.4858771,48.4361865,Nominatim,Province of British Columbia,Victoria,935
507b89c2c38b2776525e,6225164,Colwood StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,3000 Wishart Rd Victoria BC V9C 1P4,,3000,wishart rd,Victoria,BC,V9C1P4,59,,,,,,Province of British Columbia,,
d8e355973e454285de65,4343078,Como Lake Middle School,Public School,,0,0,1,1,0,,0,1121 King Albert Ave Coquitlam BC V3J 1X8,,1121,king albert ave,Coquitlam,BC,V3J1X8,59,Coquitlam,5915034,-122.8611224,49.2531874,Nominatim,Province of British Columbia,Vancouver,933
246ead3c2ec466b879a0,6796643,Concordia Lutheran School,Independent School,,0,1,1,0,0,,0,2800 South Main St Penticton BC V2A 6W3,,2800,south main st,Penticton,BC,V2A6W3,59,Penticton,5907041,-119.5780125,49.4601827,AGOL,Province of British Columbia,Penticton,913
f75950b9e7852859af74,4141025,Confederation Park Elementary,Public School,,0,1,1,1,0,,0,4715 Pandora St Burnaby BC V5C 2C2,,4715,pandora st,Burnaby,BC,V5C2C2,59,Burnaby,5915025,-122.9962397,49.28279744,AGOL,Province of British Columbia,Vancouver,933
a2753c76b38c99e78321,4040010,Connaught Heights Elementary,Public School,,0,1,1,0,0,,0,2201 London St New Westminster BC V3M 3G1,,2201,london st,New Westminster,BC,V3M3G1,59,New Westminster,5915029,-122.9556438,49.20212594,AGOL,Province of British Columbia,Vancouver,933
066d59f9c1054e01a9e2,4025408,Connaught Heights StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,2201 London St New Westminster BC V3M 3G1,,2201,london st,New Westminster,BC,V3M3G1,59,New Westminster,5915029,-122.9556438,49.20212594,AGOL,Province of British Columbia,Vancouver,933
146073f506885074187e,6767000,ConnectEd - Continuing Education,Public School,,0,0,0,0,1,,0,324 Eckhardt Ave E Penticton BC V2A 1Z2,,324,eckhardt ave e,Penticton,BC,V2A1Z2,59,Penticton,5907041,-119.585574,49.49380276,AGOL,Province of British Columbia,Penticton,913
3940ffa754923e16a4ac,6715016,ConnectEd - Distributed Learning,Public School,,0,1,1,1,1,,0,324 Eckhardt Ave E Penticton BC V2A 1Z2,,324,eckhardt ave e,Penticton,BC,V2A1Z2,59,Penticton,5907041,-119.585574,49.49380276,AGOL,Province of British Columbia,Penticton,913
3846b74af1ce3a5f5732,6799183,ConnectEd - Senior Alternate,Public School,,0,0,0,0,1,,0,274 Eckhardt Ave E Penticton BC V2A 1Z2,,274,eckhardt ave e,Penticton,BC,V2A1Z2,59,Penticton,5907041,-119.5862939,49.49364284,AGOL,Province of British Columbia,Penticton,913
421574dfb3373368c78a,3599313,Connections,Public School,,0,0,0,0,1,,0,23752 52 Ave Langley BC V2Z 2P3,,23752,52 ave,Langley,BC,V2Z2P3,59,,,,,,Province of British Columbia,,
0c81ed8db3a151675b2c,5252003,Conrad Elementary,Public School,,0,1,1,0,0,,0,PO Box 520 Prince Rupert BC V8J 1G9,,,,Prince Rupert,BC,V8J1G9,59,,,,,,Province of British Columbia,,
c8484e95e7e02b2caedc,5225010,Conrad StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,PO Box 520 Prince Rupert BC V8J 1G9,,,,Prince Rupert,BC,V8J1G9,59,,,,,,Province of British Columbia,,
6d0663c33cb478b84fcf,2323075,Constable Neil Bruce Middle School,Public School,,0,0,1,1,1,,0,2010 Daimler Dr West Kelowna BC V1Z 3Y4,,2010,daimler dr,West Kelowna,BC,V1Z3Y4,59,West Kelowna,5935029,-119.5975693,49.85717666,AGOL,Province of British Columbia,Kelowna,915
337c87314a18fdaf066e,606000,Continuing Ed SD 06,Public School,,0,0,0,0,1,,0,Box 430 Invermere BC V0A 1K0,,,,Invermere,BC,V0A1K0,59,,,,,,Province of British Columbia,,
6549b933213173961a48,2222000,Continuing Ed SD 22,Public School,,0,0,0,0,1,,0,3033 30 St Vernon BC V1T 5E4,,3033,30 st,Vernon,BC,V1T5E4,59,,,,,,Province of British Columbia,,
e0a744039dd1c2577432,3333000,Continuing Ed SD 33,Public School,,0,0,0,1,1,,0,46361 Yale Rd Chilliwack BC V2P 2P8,,46361,yale rd,Chilliwack,BC,V2P2P8,59,,,,,,Province of British Columbia,,
60b1ae656178b2478887,3636000,Continuing Ed SD 36,Public School,,0,0,0,0,1,,0,14033 92 Ave Surrey BC V3V 0B7,,14033,92 ave,Surrey,BC,V3V0B7,59,Surrey,5915004,-122.83238,49.17012748,AGOL,Province of British Columbia,Vancouver,933
30e98495c38c752aacd4,3838000,Continuing Ed SD 38,Public School,,0,0,0,1,1,,0,7811 Granville Ave Richmond BC V6Y 3E3,,7811,granville ave,Richmond,BC,V6Y3E3,59,Richmond,5915015,-123.13961,49.1628175,AGOL,Province of British Columbia,Vancouver,933
59946e11c91ecbfc95d3,4242000,Continuing Ed SD 42,Public School,,0,0,0,1,1,,0,20575 Thorne Ave Maple Ridge BC V2X 9A6,,20575,thorne ave,Maple Ridge,BC,V2X9A6,59,Maple Ridge,5915075,-122.6523297,49.21488752,AGOL,Province of British Columbia,Vancouver,933
902cf43d53e41abb60dd,4343000,Continuing Ed SD 43,Public School,,0,0,0,1,1,,0,380 Montgomery St Coquitlam BC V3K 5G2,,380,montgomery st,Coquitlam,BC,V3K5G2,59,,,,,,Province of British Columbia,,
fefd736c02c6bd6347f4,4646000,Continuing Ed SD 46,Public School,,,,,,,,0,PO Box 369 Gibsons BC V0N 1V0,,,,Gibsons,BC,V0N1V0,59,,,,,,Province of British Columbia,,
c78b855f4c9e0422a2b2,5757000,Continuing Ed SD 57,Public School,,0,0,0,0,1,,0,3400 Westwood Dr Prince George BC V2N 1S1,,3400,westwood dr,Prince George,BC,V2N1S1,59,Prince George,5953023,-122.7794934,53.88633841,AGOL,Province of British Columbia,Prince George,970
638e4378b0005b3ae4fb,5858000,Continuing Ed SD 58,Public School,,,,,,,,0,PO Box 4700 Merritt BC V1K 1B8,,,,Merritt,BC,V1K1B8,59,,,,,,Province of British Columbia,,
1dc38d4d5b512c61b8e0,6363000,Continuing Ed SD 63,Public School,,0,0,0,0,1,,0,104A-4420 Chatterton Way Victoria BC V8X 5J2,,,,Victoria,BC,V8X5J2,59,Saanich,5917021,-123.382873,48.48789345,AGOL,Province of British Columbia,Victoria,935
16f2f624176533ae1438,6464000,Continuing Ed SD 64,Public School,,,,,,,,0,232 Rainbow Rd SALT SPRING ISLAND BC V8K 2A9,,232,rainbow rd,SALT SPRING ISLAND,BC,V8K2A9,59,,,,,,Province of British Columbia,,
5ccbbae134e197b83fea,6868000,Continuing Ed SD 68,Public School,,0,0,0,1,1,,0,550 Seventh St Nanaimo BC V9R 3Z2,,550,seventh st,Nanaimo,BC,V9R3Z2,59,,,,,,Province of British Columbia,,
d40c5394c8480271bf41,6969000,Continuing Ed SD 69,Public School,,0,0,0,0,1,,0,140 Renz Rd Parksville BC V9P 1E8,,140,renz rd,Parksville,BC,V9P1E8,59,,,,,,Province of British Columbia,,
12cf656448e7ba58e648,7272000,Continuing Ed SD 72,Public School,,0,0,0,1,1,,0,740 Robron Rd Campbell River BC V9W 6J7,,740,robron rd,Campbell River,BC,V9W6J7,59,Campbell River,5924034,-125.24516,49.99492754,AGOL,Province of British Columbia,Campbell River,944
c5eee673271afd6c5d91,7373000,Continuing Ed SD 73,Public School,,0,0,0,0,1,,0,655 Holt St Kamloops BC V2B 5G2,,655,holt st,Kamloops,BC,V2B5G2,59,Kamloops,5933042,-120.3888367,50.69900883,AGOL,Province of British Columbia,Kamloops,925
0e35b3b15d786a697e87,7575000,Continuing Ed SD 75,Public School,,0,0,0,0,1,,0,33919 Dewdney Trunk Rd Mission BC V2V 6Y4,,33919,dewdney trunk rd,Mission,BC,V2V6Y4,59,Mission,5909056,-122.2859291,49.1582375,AGOL,Province of British Columbia,Abbotsford - Mission,932
a50111bb58a7d551634e,8484000,Continuing Ed SD 84,Public School,,,,,,,,0,General Delivery Kyuquot BC V0P 1J0,,,general delivery,Kyuquot,BC,V0P1J0,59,,,,,,Province of British Columbia,,
73610a9b4ff33daf6a15,9191000,Continuing Ed SD 91,Public School,,,,,,,,0,PO Bag 8000 Vanderhoof BC V0J 3A0,,,,Vanderhoof,BC,V0J3A0,59,,,,,,Province of British Columbia,,
2027eebca1fd14641138,7832006,Coquihalla Elementary,Public School,,0,1,1,0,0,,0,PO Box 969 Hope BC V0X 1L0,,,,Hope,BC,V0X1L0,59,,,,,,Province of British Columbia,,
ad1ec348ad6981a5fbd5,7825072,Coquihalla StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,PO Box 969 Hope BC V0X 1L0,,,,Hope,BC,V0X1L0,59,,,,,,Province of British Columbia,,
f22bdac5adcc8c0c1b3b,4343060,Coquitlam Alternate Basic Education,Public School,,0,0,0,0,1,,0,1411 Foster Ave Coquitlam BC V3J 2N1,,1411,foster ave,Coquitlam,BC,V3J2N1,59,Coquitlam,5915034,-122.8547795,49.25609744,AGOL,Province of British Columbia,Vancouver,933
c0f9410ed65e82de0ca0,4396349,Coquitlam College - Brookmere Secondary,Independent School,,0,0,0,0,1,,0,516 Brookmere Ave Coquitlam BC V3J 1W9,,516,brookmere ave,Coquitlam,BC,V3J1W9,59,Coquitlam,5915034,-122.8900398,49.25127252,AGOL,Province of British Columbia,Vancouver,933
b70485bf958c6e0cd6d5,4399143,Coquitlam Open Learning 10-12,Public School,,0,0,0,1,1,,0,1432 Brunette Ave Coquitlam BC V3K 1G5,,1432,brunette ave,Coquitlam,BC,V3K1G5,59,,,,,,Province of British Columbia,,
cdc318dc92a2e6b84d4e,4325141,Coquitlam River StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,4250 Shaughnessy St Port Coquitlam BC V3E 3E5,,4250,shaughnessy st,Port Coquitlam,BC,V3E3E5,59,,,,,,Province of British Columbia,,
1629f786e42f56027068,6363003,Cordova Bay Elementary,Public School,,0,1,1,0,0,,0,5238 Cordova Bay Rd Victoria BC V8Y 2L2,,5238,cordova bay rd,Victoria,BC,V8Y2L2,59,Saanich,5917021,-123.3692332,48.52764723,AGOL,Province of British Columbia,Victoria,935
255a09741fab43193b0f,3896625,Cornerstone Christian Academy,Independent School,,0,1,1,1,0,,0,7890 No. 5 Rd Richmond BC V6Y 2V2,,7890,no 5 rd,Richmond,BC,V6Y2V2,59,,,,,,Province of British Columbia,,
a545fd67d0f8ff10947d,3496320,Cornerstone Christian School,Independent School,,0,1,1,1,0,,0,PO Box 520 STN Main Abbotsford BC V2T 6Z7,,,,Abbotsford,BC,V2T6Z7,59,Abbotsford,5909052,-122.3138115,49.07390315,Nominatim,Province of British Columbia,Abbotsford - Mission,932
5baa6f5c610550f66597,3696596,Cornerstone Montessori School,Independent School,,0,1,1,1,0,,0,14724 84 Ave Surrey BC V3S 2M5,,14724,84 ave,Surrey,BC,V3S2M5,59,Surrey,5915004,-122.8143901,49.15547256,AGOL,Province of British Columbia,Vancouver,933
c4cb7ee00c1a5860d2e1,3996113,Corpus Christi School,Independent School,,0,1,1,1,0,,0,6344 Nanaimo St Vancouver BC V5P 4K7,,6344,nanaimo st,Vancouver,BC,V5P4K7,59,,,,,,Province of British Columbia,,
ec8e2edc654e44020b5a,2828034,Correlieu Secondary School,Public School,,0,0,0,0,1,,0,850 Anderson Dr Quesnel BC V2J 1G4,,850,anderson dr,Quesnel,BC,V2J1G4,59,Quesnel,5941013,-122.5156476,52.9669605,Nominatim,Province of British Columbia,Quesnel,952
d351c063bb61018ab6d5,7272017,Cortes Island School,Public School,,0,1,1,1,0,,0,PO Box 179 Mansons Landing BC V0P 1K0,,,,Mansons Landing,BC,V0P1K0,59,,,,,,Province of British Columbia,,
93130ef09a3d70f5c391,3737039,Cougar Canyon Elementary,Public School,,0,1,1,1,0,,0,11664 Lyon Rd Delta BC V4E 2K4,,11664,lyon rd,Delta,BC,V4E2K4,59,Delta,5915011,-122.8996994,49.12551225,Nominatim,Province of British Columbia,Vancouver,933
acb040701bbc2edf0845,3636139,Cougar Creek Elementary,Public School,,0,1,1,1,0,,0,12236 70A Ave Surrey BC V3W 4Z8,,12236,70a ave,Surrey,BC,V3W4Z8,59,Surrey,5915004,-122.88356,49.13097251,AGOL,Province of British Columbia,Vancouver,933
89d5f439ce99964b0d32,3625039,Cougar Creek StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,12236 70A Ave Surrey BC V3W 4Z8,,12236,70a ave,Surrey,BC,V3W4Z8,59,Surrey,5915004,-122.88356,49.13097251,AGOL,Province of British Columbia,Vancouver,933
161a37b55eaa39bc119f,7171065,Courtenay Elementary,Public School,,0,1,1,0,0,,0,1540 McPhee Ave Courtenay BC V9N 3A5,,1540,mcphee ave,Courtenay,BC,V9N3A5,59,Courtenay,5926010,-124.998971,49.68187456,AGOL,Province of British Columbia,Courtenay,943
b5a4e017e8a8c7a050fd,7125068,Courtenay StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,1540 McPhee Ave Courtenay BC V9N 3A5,,1540,mcphee ave,Courtenay,BC,V9N3A5,59,Courtenay,5926010,-124.998971,49.68187456,AGOL,Province of British Columbia,Courtenay,943
aa4a5d84bdae938a7fa9,4496638,Cousteau L'École Francaise Interna'le,Independent School,,0,1,1,1,0,,0,3657 Fromme Rd North Vancouver BC V7K 2E6,,3657,fromme rd,North Vancouver,BC,V7K2E6,59,North Vancouver,5915046,-123.0436021,49.34276246,AGOL,Province of British Columbia,Vancouver,933
6332fcbb60fc701aa168,4444049,Cove Cliff Elementary,Public School,,0,1,1,1,0,,0,1818 Banbury Rd North Vancouver BC V7G 1W4,,1818,banbury rd,North Vancouver,BC,V7G1W4,59,North Vancouver,5915046,-122.9492979,49.32283905,AGOL,Province of British Columbia,Vancouver,933
9296de7101ac5510e43f,7979047,Cowichan Open School,Public School,,0,0,0,1,1,,0,1033 Nagle St Duncan BC V9L 2E6,,1033,nagle st,Duncan,BC,V9L2E6,59,Duncan,5919012,-123.7158142,48.78615577,AGOL,Province of British Columbia,Duncan,937
6d19b748197cc71183a7,7965009,Cowichan Secondary,Public School,,0,0,0,1,1,,0,2652 James St Duncan BC V9L 2X2,,2652,james st,Duncan,BC,V9L2X2,59,,,,,,Province of British Columbia,,
6957a3df4c038a65a986,7999145,Cowichan Valley Distributed Learning,Public School,,0,1,1,1,1,,0,1033 Nagle St Duncan BC V9L 2E6,,1033,nagle st,Duncan,BC,V9L2E6,59,Duncan,5919012,-123.7158142,48.78615577,AGOL,Province of British Columbia,Duncan,937
15926b3129de2c7b3088,7999081,Cowichan Valley Open Learning Co-op,Public School,,0,0,1,1,1,,0,1033 Nagle St Duncan BC V9L 2E6,,1033,nagle st,Duncan,BC,V9L2E6,59,Duncan,5919012,-123.7158142,48.78615577,AGOL,Province of British Columbia,Duncan,937
57b3f560b74d08a3207b,3636157,Coyote Creek Elementary,Public School,,0,1,1,1,0,,0,8131 156 St Surrey BC V3S 3R4,,8131,156 st,Surrey,BC,V3S3R4,59,Surrey,5915004,-122.7900918,49.15033747,AGOL,Province of British Columbia,Vancouver,933
40eb3e8770483165c09b,6161010,Craigflower Elementary,Public School,,0,1,1,0,0,,0,2766 Admirals Rd Victoria BC V9A 2R3,,2766,admirals rd,Victoria,BC,V9A2R3,59,Saanich,5917021,-123.4216043,48.45299582,AGOL,Province of British Columbia,Victoria,935
